date_time,temp,humidity,light,co2,humidity_ratio,suitable
2015-02-02 14:19:00,23.7,26.272,585.2,749.2,0.004764163024164,1
2015-02-02 14:19:59,23.718,26.29,578.4,760.4,0.004772660992125,1
2015-02-02 14:21:00,23.73,26.23,572.666666666667,769.666666666667,0.004765152552465,1
2015-02-02 14:22:00,23.7225,26.125,493.75,774.75,0.004743773355997,1
2015-02-02 14:23:00,23.754,26.2,488.6,779.0,0.004766593999986,1
2015-02-02 14:23:59,23.76,26.26,568.666666666667,790.0,0.004779332431635,1
2015-02-02 14:25:00,23.73,26.29,536.333333333333,798.0,0.004776136332749,1
2015-02-02 14:25:59,23.754,26.29,509.0,797.0,0.00478309370839,1
2015-02-02 14:26:59,23.754,26.35,476.0,803.2,0.00479409399662,1
2015-02-02 14:28:00,23.736,26.39,510.0,809.0,0.004796188710389,1
2015-02-02 14:29:00,23.745,26.445,481.5,815.25,0.004808886220677,1
2015-02-02 14:30:00,23.7,26.56,481.8,824.0,0.004816793367736,1
2015-02-02 14:31:00,23.7,26.6,475.25,832.0,0.004824103836749,1
2015-02-02 14:31:59,23.7,26.7,469.0,845.333333333333,0.004842380755336,1
2015-02-02 14:32:59,23.7,26.774,464.0,852.4,0.00485590636129,1
2015-02-02 14:34:00,23.7,26.89,464.0,861.0,0.004877109837191,1
2015-02-02 14:35:00,23.7,26.9725,455.0,880.0,0.004892190768364,1
2015-02-02 14:36:00,23.6,26.89,454.0,891.0,0.00484759441397,1
2015-02-02 14:37:00,23.64,26.976,458.0,897.6,0.00487504478113,1
2015-02-02 14:38:00,23.65,27.05,464.0,900.5,0.004891491589296,1
2015-02-02 14:38:59,23.64,27.1,473.0,908.8,0.004897630243458,1
2015-02-02 14:39:59,23.6,27.16,464.0,918.0,0.004896651845225,1
2015-02-02 14:41:00,23.6,27.236,498.4,925.2,0.004910461988556,1
2015-02-02 14:42:00,23.6,27.29,530.2,929.4,0.004920274828575,1
2015-02-02 14:43:00,23.6,27.33,533.6,936.4,0.004927543797016,1
2015-02-02 14:44:00,23.6,27.34,524.25,950.0,0.004929361065464,1
2015-02-02 14:44:59,23.625,27.3925,498.666666666667,961.0,0.004946405747441,1
2015-02-02 14:45:59,23.6,27.39,516.333333333333,963.0,0.004938447565739,1
2015-02-02 14:47:00,23.6,27.412,501.2,958.6,0.004942445709303,1
2015-02-02 14:48:00,23.6,27.5,522.0,965.333333333333,0.004958438793517,1
2015-02-02 14:49:00,23.6,27.525,520.5,979.25,0.004962982432182,1
2015-02-02 14:50:00,23.6,27.6,505.285714285714,978.428571428571,0.004976613743323,1
2015-02-02 14:51:00,23.6,27.6,488.333333333333,983.0,0.004976613743323,1
2015-02-02 14:51:59,23.6,27.54,512.0,992.6,0.004965708646992,1
2015-02-02 14:53:00,23.6,27.6,511.0,997.2,0.004976613743323,1
2015-02-02 14:54:00,23.6166666666667,27.6333333333333,501.5,999.5,0.004987718421392,1
2015-02-02 14:55:00,23.6666666666667,27.7,503.666666666667,1001.0,0.005015050860954,1
